gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,40.77,6635.06
Female,0,No,Yes,35,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),117.91,1115.5
Female,1,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),103.56,378.28
Female,1,No,Yes,51,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,54.56,5810.37
Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,107.0,3798.58
Male,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.72,4338.57
Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),97.92,2606.24
Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),118.2,5370.78
Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.75,996.4
Female,1,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,70.79,978.05
Male,1,Yes,Yes,71,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,87.38,6271.19
Female,1,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.93,3913.29
Male,1,No,Yes,18,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,76.33,932.05
Male,1,No,Yes,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.25,616.4
Male,1,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.46,3469.93
Female,1,No,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),119.77,1689.69
Female,0,No,No,58,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.61,6744.41
Male,0,Yes,No,38,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),31.56,7939.61
Female,1,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.99,7113.97
Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,113.59,5909.53
Male,1,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.28,6241.64
Female,1,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.44,4567.27
Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,70.16,7883.86
Female,1,Yes,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.65,3347.45
Male,1,Yes,No,35,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,95.73,1648.6
Female,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,107.35,5833.3
Male,1,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.79,4450.22
Male,0,Yes,No,32,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,116.03,3113.71
Female,0,No,No,59,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,34.81,7369.94
Male,1,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,98.25,697.42
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,97.26,781.44
Male,0,No,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,114.04,2160.48
Female,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),32.15,3223.69
Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,89.93,6010.04
Male,0,Yes,No,42,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,94.42,1180.04
Female,1,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.0,7615.65
Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,41.82,5936.26
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),92.65,3827.3
Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.91,3932.13
Male,0,No,No,71,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25.6,176.24
Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.64,2895.79
Male,1,Yes,Yes,39,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.66,4429.54
Female,1,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,36.89,2258.32
Male,0,No,Yes,52,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),30.98,1675.02
Male,0,Yes,Yes,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,95.79,2593.27
Male,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.81,7617.82
Male,1,Yes,No,23,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.65,3742.19
Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,92.7,1287.35
Male,0,Yes,No,50,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,109.29,6088.54
Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.28,348.87
Male,1,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.0,6078.41
Female,0,No,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,34.88,6226.62
Female,0,Yes,Yes,64,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,28.82,775.17
Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,20.22,5083.64
Female,1,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,51.77,4304.56
Male,1,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,84.69,7054.85
Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,53.45,7727.16
Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),62.69,2066.67
Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),117.05,710.19
Male,1,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.46,1204.39
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,42.5,339.53
Female,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),57.98,7308.87
Male,0,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),94.32,6617.29
Female,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,105.08,5230.7
Female,1,Yes,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),61.01,4540.51
Female,0,No,No,45,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),95.73,7521.5
Male,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.65,2315.81
Female,0,No,Yes,35,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),30.13,63.99
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),81.84,936.18
Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),115.43,7674.24
Male,1,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.39,6576.34
Female,1,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,119.1,1586.81
Female,1,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.49,4846.67
Female,1,No,No,19,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,70.94,7781.07
Female,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,66.94,7990.84
Male,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.96,2556.67
Female,1,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),33.86,3047.71
Female,1,Yes,No,52,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),92.33,2709.56
Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.22,7672.16
Male,0,Yes,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),113.56,6656.32
Male,1,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,100.37,4127.41
Male,1,No,Yes,38,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.11,3284.28
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,106.64,2012.84
Female,0,Yes,No,18,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),39.8,2173.52
Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.89,2079.24
Male,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,56.8,4657.16
Female,0,Yes,Yes,9,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,47.71,2103.83
Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.5,1975.34
Female,1,No,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,115.17,4440.18
Male,1,No,Yes,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.15,3624.01
Female,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,102.77,683.45
Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,27.16,6374.89
Female,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.66,7586.35
Male,1,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),73.63,578.44
Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,36.96,2805.48
Male,1,Yes,Yes,56,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,92.21,5205.66
Female,0,No,No,58,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,42.7,7696.47
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,87.42,1429.96
Male,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.25,1147.39
Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.72,7765.62
Female,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.56,1066.57
Male,1,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,106.2,5989.58
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,42.58,3441.25
Female,1,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.75,6212.86
Female,1,No,No,50,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,43.04,735.24
Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),81.21,2872.33
Male,0,No,No,59,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,32.99,7700.37
Female,1,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.52,6618.02
Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.63,1059.05
Female,1,Yes,Yes,26,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),112.77,3976.86
Male,1,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.19,3389.85
Female,0,No,No,26,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.56,3085.17
Female,1,Yes,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.28,2960.51
Female,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),114.23,2343.66
Female,1,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),114.26,2640.08
Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.06,6144.96
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),46.04,2800.22
Male,1,No,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,101.63,2359.43
Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.28,7351.95
Male,1,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,80.46,6556.54
Female,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,105.13,3685.16
Female,0,No,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),95.93,3573.26
Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.44,10.83
Female,0,Yes,Yes,27,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,36.73,4064.71
Male,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),54.22,1552.97
